timestamp,comune,provincia,temperatura
2026-08-06T12:01:25.634Z,Canicattini Bagni,SR,35.4
2026-08-06T12:01:25.634Z,Carlentini,SR,35.6
2026-08-06T12:01:25.634Z,Cassaro,SR,36.1
2026-08-06T12:01:25.634Z,Ferla,SR,34
2026-08-06T12:01:25.634Z,Floridia,SR,35.4
2026-08-06T12:01:25.634Z,Francofonte,SR,37.1
2026-08-06T12:01:25.634Z,Lentini,SR,36.8
2026-08-06T12:01:25.634Z,Melilli,SR,35.5
2026-08-06T12:01:25.634Z,Noto,SR,36.5
2026-08-06T12:01:25.634Z,Pachino,SR,32
2026-08-06T12:01:25.634Z,Palazzolo Acreide,SR,36.1
2026-08-06T12:01:25.634Z,Rosolini,SR,34.1
2026-08-06T12:01:25.634Z,Siracusa,SR,40.7
2026-08-06T12:01:25.634Z,Solarino,SR,35.3
2026-08-06T12:01:25.634Z,Sortino,SR,34.8
2026-08-06T12:01:25.634Z,Portopalo di Capo Passero,SR,32
2026-08-06T12:01:25.634Z,Priolo Gargallo,SR,34.8
2026-08-06T12:24:18.436Z,Alcamo,TP,32
2026-08-06T12:24:18.436Z,Buseto Palizzolo,TP,30.2
2026-08-06T12:24:18.436Z,Calatafimi-Segesta,TP,31
2026-08-06T12:24:18.436Z,Campobello di Mazara,TP,34.9
2026-08-06T12:24:18.436Z,Castellammare del Golfo,TP,30.2
2026-08-06T12:24:18.436Z,Castelvetrano,TP,34.6
2026-08-06T12:24:18.436Z,Custonaci,TP,29.8
2026-08-06T12:24:18.436Z,Erice,TP,32.8
2026-08-06T12:24:18.436Z,Favignana,TP,32.1
2026-08-06T12:24:18.436Z,Gibellina,TP,33.7
2026-08-06T12:24:18.436Z,Marsala,TP,32.2
2026-08-06T12:24:18.436Z,Mazara del Vallo,TP,33.1
2026-08-06T12:24:18.436Z,Paceco,TP,33.3
2026-08-06T12:24:18.436Z,Pantelleria,TP,30.1
2026-08-06T12:24:18.436Z,Partanna,TP,35.2
2026-08-06T12:24:18.436Z,Poggioreale,TP,34.7
2026-08-06T12:24:18.436Z,Salaparuta,TP,33.7
2026-08-06T12:24:18.436Z,Salemi,TP,31.2
2026-08-06T12:24:18.436Z,Santa Ninfa,TP,34.6
2026-08-06T12:24:18.436Z,San Vito Lo Capo,TP,31.7
2026-08-06T12:24:18.436Z,Trapani,TP,32.8
2026-08-06T12:24:18.436Z,Valderice,TP,27.1
2026-08-06T12:24:18.436Z,Vita,TP,31.2
2026-08-06T12:24:18.436Z,Petrosino,TP,29.9
2026-08-06T12:24:18.436Z,Misiliscemi,TP,33.3
2026-08-06T12:24:18.436Z,Alia,PA,32.6
2026-08-06T12:24:18.436Z,Alimena,PA,33.7
2026-08-06T12:24:18.436Z,Aliminusa,PA,29.3
2026-08-06T12:24:18.436Z,Altavilla Milicia,PA,30.6
2026-08-06T12:24:18.436Z,Altofonte,PA,26.7
2026-08-06T12:24:18.436Z,Bagheria,PA,29.5
2026-08-06T12:24:18.436Z,Balestrate,PA,32
2026-08-06T12:24:18.436Z,Baucina,PA,30.8
2026-08-06T12:24:18.436Z,Belmonte Mezzagno,PA,26.7
2026-08-06T12:24:18.436Z,Bisacquino,PA,32.6
2026-08-06T12:24:18.436Z,Bolognetta,PA,28.8
2026-08-06T12:24:18.436Z,Bompietro,PA,33.7
2026-08-06T12:24:18.436Z,Borgetto,PA,32.9
2026-08-06T12:24:18.436Z,Caccamo,PA,31.6
2026-08-06T12:24:18.436Z,Caltavuturo,PA,28.4
2026-08-06T12:24:18.436Z,Campofelice di Fitalia,PA,32.3
2026-08-06T12:24:18.436Z,Campofelice di Roccella,PA,31.7
2026-08-06T12:24:18.436Z,Campofiorito,PA,32.6
